"CompanyID","Frequency","LastKnownValuation","Revenue","CompanyName","WebGrowthRate","PrimaryIndustrySector"
"41553-55",1,,0.46,Cardiff Oncology,3.21,Healthcare
"503516-62",1,,,Good & Fugly,3.22,Consumer Products and Services (B2C)
"11808-01",3,,15412.0,Devon Energy,3.23,Energy
"231830-56",1,950.000007,,Resilience (Network Management Software),3.24,Information Technology
"52748-47",1,542.29716,24.03,Agios,3.24,Healthcare
"56778-49",1,60.87220715,101.29226006,Ateme,3.25,Information Technology
"462719-98",3,27.6246877,5.20269708,RED Horticulture,3.26,Business Products and Services (B2B)
"54246-25",2,,0.0,Madrigal Pharmaceuticals,3.27,Healthcare
"326550-88",1,,,Ilysia,3.28,Information Technology
"10329-22",2,16199.19539257,5128.23195871,Accor,3.3,Consumer Products and Services (B2C)
"56619-01",1,1361.97529777,915.37350479,Canada Goose,3.3,Consumer Products and Services (B2C)
"507024-19",2,,,tozero,3.31,Business Products and Services (B2B)
"57839-50",1,26.73847608,1765.44872894,Breedon Group,3.32,Materials and Resources
"185376-16",1,,9.0,Gen.G,3.39,Business Products and Services (B2B)
"435740-32",1,,,LanzaJet,3.44,Energy
"98762-41",2,543.52154518,643.86315201,Grieg Seafood,3.44,Materials and Resources
"462396-34",1,85.000039,,Electra.aero,3.45,Business Products and Services (B2B)
"10578-16",1,756.34993133,619.122,Perella Weinberg Partners,3.54,Financial Services
"519319-36",1,,,Gem (Network Management Software),3.55,Information Technology
"184077-64",2,,,Powerledger,3.56,Information Technology
"230078-17",1,,52.57015487,Fabrick,3.61,Information Technology
"51405-49",1,,14.04988,Capricor Therapeutics,3.62,Healthcare
"436535-20",1,,0.129749,Fuchsia,3.67,Consumer Products and Services (B2C)
"233812-36",2,521.70653528,13.4,Li-Cycle,3.69,Business Products and Services (B2B)
"513180-10",1,,,Eplus3D,3.69,Business Products and Services (B2B)
"458672-95",1,22.05323491,,Integrated Finance,3.71,Information Technology
"230369-68",2,204.999983,10.5,Mint House,3.75,Consumer Products and Services (B2C)
"61255-09",5,115384.62,12898.516,Sea,3.78,Information Technology
"168229-09",1,2602.822794,29.96068441,Exscientia,3.79,Healthcare
"232712-11",1,2100.0,,OneOncology,3.81,Healthcare
"10481-86",1,462.0,920.862,James River Group Holdings,3.82,Financial Services
"107064-73",1,3000.0,2084.665,Nextracker,3.87,Information Technology
"54816-49",2,17.67987,,CivicScience,3.9,Information Technology
"107379-73",3,1921.922437,168.566,Enfusion,3.98,Information Technology
"107403-76",1,,,LiquidStack,3.99,Business Products and Services (B2B)
"223746-40",1,133.0,,Elroy Air,4.06,Business Products and Services (B2B)
"509988-97",1,,,XDC Network,4.07,Information Technology
"268810-03",1,17.5642748,,Ecomi,4.08,Financial Services
"51185-89",3,74.845884,0.0,BioLineRx,4.15,Healthcare
"124232-59",2,3733.17232,913.67810134,Douyu,4.2,Information Technology
"155203-03",1,231.58,29.65970659,Cleo,4.2,Information Technology
"104003-65",1,0.33333,,Fueloyal,4.21,Business Products and Services (B2B)
"63693-37",2,225.499998,,Button,4.26,Information Technology
"471542-59",1,991.02311957,302.14895897,DAS Solar,4.27,Energy
"178464-25",4,9.763284,2.53089318,Aonic,4.36,Information Technology
"120358-45",1,1480.000008,,Divergent,4.42,Consumer Products and Services (B2C)
"491363-92",1,,,Official (Social/Platform Software),4.44,Information Technology
"224529-22",2,90.17,20.23168,Stryve Foods,4.46,Consumer Products and Services (B2C)
"157751-47",5,500.0,,Professional Fighters League,4.48,Consumer Products and Services (B2C)
"55839-07",2,4786.319716,2000.00000049,DAZN,4.64,Consumer Products and Services (B2C)
"439308-28",1,,,LeverFi,4.65,Information Technology
"232391-26",3,,,Polymath,4.7,Financial Services
"51316-66",2,250.406338,134.271,Ardelyx,4.7,Healthcare
"437288-23",1,26.576256,,Torq,4.75,Information Technology
"496717-39",1,130.0,,Saga,4.79,Information Technology
"107817-49",1,967.339253,26.168,Revolution Medicines,4.85,Healthcare
"11093-77",1,445.123486,256.213,Arrowhead Pharmaceuticals,4.88,Healthcare
"314619-31",2,185.0,8.377,LifeWallet,4.9,Healthcare
"484785-55",1,,,Gadget,4.95,Information Technology
"42303-25",2,,55.221,Beam (Transportation),5.0,Business Products and Services (B2B)
"184297-60",2,430.0,5.1,BlueVoyant,5.08,Information Technology
"228402-55",1,1000.0,40.42951066,NewLink Group (China),5.25,Business Products and Services (B2B)
"223034-23",1,,74.16809606,CloudMD Software & Services,5.41,Healthcare
"453481-30",3,,,Stitch (Financial Software),5.46,Information Technology
"52244-11",1,2593.938425,2255.164,Virtu Financial,5.5,Financial Services
"11918-26",1,1.33046487,973.73,Novavax,5.54,Healthcare
"229689-82",1,124.641066,0.05518,Gain Therapeutics,5.55,Healthcare
"277541-83",1,,139.986356,TechMet,5.65,Materials and Resources
"154084-60",1,5.75,,Yosi Health,5.71,Healthcare
"166033-27",1,779.39,0.0,Biohaven,5.76,Healthcare
"342052-57",1,23.25002909,5.97566482,Radix,6.08,Financial Services
"41948-65",2,49.450149,104.036,Emcore,6.08,Information Technology
"13114-99",1,849.588525,3234.46,Boston Properties,6.11,Financial Services
"496579-42",1,,,Tellor,6.23,Information Technology
"481423-24",1,12.72817106,,Picnic (Media and Information Services (B2B)),6.32,Business Products and Services (B2B)
"530949-88",1,16.7,,Siena,6.34,Information Technology
"108173-17",2,17.08780208,,Tuned Global,6.39,Business Products and Services (B2B)
"127757-44",1,267.562632,363.7,"17LIVE",6.47,Information Technology
"224503-30",3,,1.234719,AYRO (Road),6.56,Business Products and Services (B2B)
"56178-19",1,95.000009,,Bluesight,6.57,Healthcare
"229810-24",1,2000.0,3052.79269116,Luckin Coffee,6.88,Consumer Products and Services (B2C)
"55640-08",1,18.799992,1.1,Jifiti,7.05,Information Technology
"186522-13",1,1528.277136,541.918,Harmony Biosciences,7.08,Healthcare
"513406-99",1,63.92235,,IYK,7.4,Information Technology
"52939-27",2,342.37,345.801,KLDiscovery,7.42,Information Technology
"106851-52",1,41.20650656,,Winnow,7.49,Information Technology
"464380-21",1,,,Pathway,7.55,Healthcare
"226198-36",1,2.1428,,NALA (Financial Software),7.6,Information Technology
"234840-70",6,,948.0,OKX,7.89,Information Technology
"267919-39",1,300.0,0.0,Structure Therapeutics,7.89,Healthcare
"54003-07",1,8500.0,5367.0,Capri Holdings,8.43,Consumer Products and Services (B2C)
"226767-70",1,0.33,,Loom Network,8.45,Information Technology
"56393-56",2,42.072355,0.0,Soleno Therapeutics,8.7,Healthcare
"527294-17",1,260.0,,Mistral AI,8.97,Information Technology
"146961-28",1,731.875022,0.0,Olema Oncology,9.0,Healthcare
"184736-35",1,5105.0,44.0,WeRide,9.08,Consumer Products and Services (B2C)
"453525-76",1,6.46470854,,Verkor,9.39,Business Products and Services (B2B)
"66421-18",1,600.0,,KKCompany Technologies,9.66,Information Technology
"59828-95",1,,0.0,NexGen Energy,9.84,Materials and Resources
"523302-67",1,,,Atlas (Software Development Applications),10.12,Information Technology
"163816-12",1,547.0,,Covalto,10.66,Financial Services
"205786-81",1,71.70596798,84.43762481,Redburn Atlantic,10.77,Financial Services
"484460-38",1,,,Cypago,11.31,Information Technology
"184069-36",2,108.02022094,0.27788303,Enough,11.47,Consumer Products and Services (B2C)
"494118-10",1,,,Kujira,11.97,Information Technology
"179802-37",1,,8.0,NFHS Network,12.87,Information Technology
"61119-64",2,1804.123616,134.885,DISCO,13.03,Information Technology
"442384-03",1,206.163408,0.0,Honest,13.15,Financial Services
"111020-68",3,91.0,0.0,Acer Therapeutics,14.06,Healthcare
"234600-49",1,1100.0,1.938,ArQit,14.64,Information Technology
"536056-84",1,,,Association of Pickleball Players,15.79,Business Products and Services (B2B)
"57917-71",1,,41.87135872,Paprika,15.93,Consumer Products and Services (B2C)
"454358-17",1,1000.0,,Celestia,16.48,Information Technology
"177844-24",1,3.03988,1.3,Bluzelle,17.57,Information Technology
"454494-43",1,,,Organic Remedies,18.99,Healthcare
"458316-64",1,,,Grit Daily,19.86,Consumer Products and Services (B2C)
"98102-53",1,28.5,,ReadWrite,73.29,Consumer Products and Services (B2C)
